,Term,StatedMonthlyIncome,LoanOriginalAmount,BorrowerAPR
91686,36,1426.0,7500,0.19228
91687,36,4583.333333,10000,0.24246
91688,36,6970.833333,4500,0.06827
91689,36,5833.333333,9500,0.2878
91690,36,4375.0,7000,0.2951
91691,36,5416.666667,20000,0.08496
91692,36,2030.666667,4000,0.32538
91693,36,2000.0,3000,0.16767
91694,36,4049.416667,3000,0.15713
91695,60,2500.0,4000,0.19221
91696,36,3500.0,10000,0.09469
91697,60,7916.666667,20000,0.14147
91698,36,11541.666667,8600,0.17151
91699,60,14400.0,20000,0.19681
91700,36,4295.0,6000,0.27467
91701,60,4666.666667,6000,0.20593
91702,36,5000.0,5000,0.15803
91703,36,2333.333333,1000,0.30285
91704,60,5250.0,10000,0.21166
91705,36,43750.0,20000,0.13189
91706,36,4583.333333,2000,0.30532
91707,36,7916.666667,10000,0.16324
91708,60,3416.666667,10000,0.18408
91709,36,11750.0,8000,0.12528
91710,36,3166.666667,5000,0.20905
91711,36,7861.333333,15000,0.12528
91712,36,5609.666667,5155,0.20735
91713,36,2833.333333,7150,0.2706
91714,36,2666.666667,5000,0.10692
91715,60,14583.333333,30000,0.20593
91716,36,4000.0,3500,0.19501
91717,36,9936.5,4000,0.29537
91718,36,1333.333333,5000,0.13068
91719,36,2441.5,10000,0.29554
91720,36,1250.0,8700,0.24758
91721,60,6500.0,15000,0.28386
91722,36,5416.666667,20000,0.15713
91723,36,2500.0,14000,0.29364
91724,36,2343.5,4000,0.20462
91725,12,1250.0,2000,0.25123
91726,60,11583.333333,25000,0.17532
91727,60,7083.333333,19335,0.1263
91728,36,2916.666667,2000,0.28675
91729,36,1750.0,19000,0.20735
91730,36,2880.0,5000,0.27119
91731,60,9333.333333,20000,0.13636
91732,36,5000.0,10000,0.24758
91733,60,4166.666667,5500,0.15271
91734,36,3670.25,3000,0.03664
91735,36,6500.0,6100,0.24049
91736,36,3333.333333,2000,0.26528
91737,36,11500.0,1500,0.25836
91738,36,5833.333333,4000,0.35797
91739,36,9583.333333,4000,0.35797
91740,36,5416.666667,2000,0.25013
91741,36,5750.0,4000,0.28544
91742,36,7250.0,2550,0.28545
91743,36,4250.0,6000,0.19501
91744,60,4527.0,15000,0.18136
91745,36,3333.333333,4000,0.27776
91746,60,10833.333333,15000,0.24856
91747,36,3791.666667,2500,0.35643
91748,36,7333.333333,2000,0.28851
91749,36,4814.833333,3500,0.13068
91750,60,2916.666667,4000,0.26333
91751,36,1666.666667,7500,0.23949
91752,36,4583.333333,4000,0.35797
91753,36,7833.333333,4500,0.10903
91754,36,5000.0,9000,0.12309
91755,36,10416.666667,12000,0.22875
91756,36,8333.333333,30000,0.14714
91757,36,8416.666667,15000,0.17359
91758,60,4666.666667,4000,0.23318
91759,60,2253.333333,4000,0.16294
91760,36,3500.0,3000,0.23902
91761,36,2750.0,3000,0.13124
91762,60,3750.0,6000,0.27462
91763,36,6916.666667,5000,0.27776
91764,36,5000.0,15000,0.15223
91765,36,5416.666667,4000,0.25781
91766,36,6250.0,25000,0.127
91767,36,7928.75,7000,0.24246
91768,60,5695.0,20000,0.18852
91769,36,6250.0,6500,0.34621
91770,36,5250.0,2500,0.19991
91771,36,7800.0,14000,0.13504
91772,36,3291.666667,18000,0.22593
91773,36,10813.166667,12000,0.21025
91774,36,3583.333333,2700,0.18908
91775,36,3333.333333,4000,0.33553
91776,36,6416.666667,7000,0.35643
91777,60,5166.666667,15000,0.20705
91778,36,4500.0,10000,0.16732
91779,60,4853.333333,15000,0.21832
91780,36,2900.0,3000,0.25757
91781,36,5750.0,2000,0.08987
91782,36,4000.0,3600,0.22362
91783,36,7500.0,15000,0.18275
91784,36,6666.666667,15000,0.21372
91785,36,3416.666667,7500,0.35132
91786,36,3750.0,6000,0.09588
91787,36,4166.666667,1500,0.37733
91788,36,2500.0,4000,0.35797
91789,60,3333.333333,4000,0.30748
91790,36,7916.666667,10000,0.19236
91791,36,2083.333333,2500,0.20986
91792,36,4250.0,4000,0.35285
91793,36,2666.666667,4000,0.35356
91794,36,7742.833333,20000,0.12691
91795,36,1000.0,3000,0.37453
91796,36,2500.0,2851,0.35643
91797,36,0.0,16500,0.1973
91798,36,3564.833333,10000,0.17601
91799,36,7083.333333,6000,0.37453
91800,36,1916.666667,4000,0.24614
91801,36,2500.0,4000,0.20053
91802,36,3333.333333,7500,0.15324
91803,36,5416.666667,2100,0.30532
91804,36,2833.333333,1700,0.18316
91805,36,4750.0,15000,0.14206
91806,36,6083.333333,7000,0.12201
91807,36,4166.666667,7000,0.25259
91808,36,3500.0,14500,0.26681
91809,36,1600.0,4500,0.24954
91810,60,4416.666667,7000,0.20705
91811,36,833.333333,1200,0.10243
91812,36,5805.833333,8400,0.27467
91813,36,1166.666667,2000,0.35643
91814,60,10000.0,7000,0.13659
91815,60,6705.416667,12997,0.14657
91816,60,3174.333333,10000,0.19364
91817,60,5166.666667,13000,0.20808
91818,36,944.166667,2800,0.13504
91819,36,10833.333333,10000,0.30532
91820,36,7500.0,12000,0.06587
91821,36,8666.666667,25000,0.17802
91822,36,4166.666667,5500,0.13654
91823,60,1800.0,7000,0.23318
91824,36,9333.333333,12000,0.10846
91825,60,2916.666667,9000,0.12992
91826,12,3000.0,4000,0.22709
91827,36,8918.0,15000,0.09837
91828,36,3137.0,1200,0.12714
91829,36,4333.333333,10000,0.15324
91830,36,4291.666667,12000,0.19645
91831,36,24583.333333,25000,0.20735
91832,36,2916.666667,2000,0.24246
91833,60,3416.666667,7500,0.31375
91834,36,3208.083333,7400,0.25757
91835,36,2857.333333,7500,0.38723
91836,36,3875.0,4000,0.35643
91837,36,7610.0,25000,0.13654
91838,36,4583.333333,7500,0.35132
91839,36,5000.0,15000,0.14714
91840,36,10583.333333,15000,0.21699
91841,36,3495.75,9999,0.15512
91842,36,2000.0,6000,0.20735
91843,12,8350.333333,3490,0.13706
91844,36,4250.0,1000,0.30349
91845,36,5564.416667,11000,0.17969
91846,36,5416.666667,5000,0.2951
91847,36,2800.0,6500,0.17322
91848,36,7500.0,6000,0.0903
91849,36,5916.666667,20000,0.25013
91850,36,2083.333333,1500,0.26505
91851,60,6250.0,15000,0.23872
91852,60,3083.333333,4000,0.31293
91853,60,2000.0,10000,0.25359
91854,36,3666.666667,2000,0.17359
91855,60,5833.333333,20000,0.20808
91856,60,5833.333333,20000,0.20808
91857,12,8083.333333,2000,0.17969
91858,36,2500.0,7000,0.20735
91859,36,2500.0,2000,0.34621
91860,60,5000.0,10000,0.23462
91861,60,4910.416667,11000,0.27462
91862,60,6666.666667,4000,0.35838
91863,36,3500.0,2000,0.29537
91864,36,4666.666667,15000,0.2354
91865,36,5000.0,4000,0.1709
91866,36,4416.666667,3100,0.28574
91867,36,2666.666667,3200,0.26681
91868,36,4583.333333,4000,0.34887
91869,36,12500.0,20000,0.08496
91870,36,3333.333333,10000,0.1202
91871,36,9666.666667,11500,0.17359
91872,36,5833.333333,11500,0.15324
91873,36,3120.0,6000,0.1899
91874,36,2000.0,2500,0.21223
91875,36,3067.916667,6000,0.28544
91876,60,11000.0,11000,0.10878
91877,36,4250.0,6001,0.23497
91878,60,5250.0,13100,0.15868
91879,60,7916.666667,10000,0.18136
91880,36,8500.0,3500,0.13068
91881,36,3750.0,3086,0.25757
91882,60,16666.666667,25000,0.17061
91883,60,7333.333333,11000,0.23318
91884,60,7083.333333,15000,0.13942
91885,36,2166.666667,3000,0.08882
91886,36,4000.0,4000,0.11887
91887,36,3166.666667,3001,0.25647
91888,36,5083.333333,4300,0.18726
91889,60,6500.0,7000,0.28078
91890,36,3208.333333,1500,0.37453
91891,36,1833.333333,4000,0.2129
91892,36,4076.25,10000,0.16436
91893,36,5000.0,5000,0.20053
91894,60,4796.583333,10000,0.21653
91895,36,4000.0,4000,0.30285
91896,36,4166.666667,10000,0.15833
91897,36,6000.0,5000,0.13799
91898,36,3315.833333,2000,0.24264
91899,36,1208.333333,4000,0.35356
91900,60,5977.0,15000,0.31375
91901,36,11983.333333,20000,0.36623
91902,60,5000.0,15000,0.18555
91903,36,12083.333333,8000,0.19029
91904,36,4958.333333,1000,0.25903
91905,36,4333.333333,15000,0.12691
91906,36,4583.333333,7500,0.3509
91907,60,3250.0,11170,0.22262
91908,36,1750.0,6000,0.16461
91909,36,3416.666667,5500,0.35643
91910,36,7416.666667,25000,0.13734
91911,36,6963.916667,7500,0.27081
91912,36,3750.0,10000,0.15324
91913,36,3750.0,3500,0.26511
91914,36,3291.666667,1600,0.12334
91915,36,4697.916667,2000,0.11074
91916,36,2541.666667,2500,0.11485
91917,36,7500.0,20800,0.13202
91918,36,7666.666667,4000,0.33286
91919,60,11250.0,24975,0.14658
91920,36,6916.666667,18000,0.20971
91921,36,2791.666667,3250,0.17521
91922,36,6000.0,3600,0.30564
91923,36,8833.333333,13000,0.10038
91924,60,6666.666667,7000,0.21156
91925,36,0.0,7500,0.22186
91926,36,6166.666667,8500,0.2837
91927,36,8000.0,25000,0.25757
91928,36,4964.583333,3000,0.24758
91929,36,10416.666667,15000,0.17138
91930,36,4250.0,15000,0.09469
91931,36,9250.0,10000,0.24758
91932,36,4000.0,2000,0.35356
91933,60,3312.416667,10000,0.30337
91934,36,9166.666667,20000,0.14358
91935,60,7916.666667,19000,0.14965
91936,60,7916.666667,8000,0.21166
91937,36,8833.333333,4000,0.33973
91938,60,7916.666667,15000,0.23277
91939,36,7083.333333,20000,0.14751
91940,36,6500.0,4000,0.35797
91941,36,1344.0,4000,0.35356
91942,36,52278.333333,22000,0.25205
91943,36,2750.0,2500,0.29776
91944,36,850.0,2000,0.18909
91945,36,4416.666667,2500,0.30131
91946,60,11250.0,10000,0.16289
91947,36,1416.666667,2200,0.07522
91948,36,1000.0,4000,0.35797
91949,36,400.0,2775,0.15713
91950,36,5000.0,4000,0.35643
91951,36,2916.666667,7500,0.35244
91952,36,4500.0,1200,0.30349
91953,36,16416.666667,15000,0.14816
91954,60,4666.666667,10000,0.30337
91955,60,6200.0,10000,0.28848
91956,60,14166.666667,6400,0.17061
91957,36,1825.0,4000,0.14206
91958,36,2520.0,3032,0.35797
91959,36,3750.0,17000,0.12528
91960,36,6666.666667,9500,0.2878
91961,36,4725.0,5000,0.2974
91962,36,9000.0,25000,0.08829
91963,36,2250.0,1000,0.40679
91964,36,10000.0,5000,0.20735
91965,36,3083.333333,5000,0.25013
91966,36,3083.333333,10000,0.22712
91967,36,3416.666667,1700,0.23983
91968,36,5000.0,4000,0.31616
91969,36,5831.833333,15000,0.2878
91970,60,3500.0,6500,0.23656
91971,60,2250.0,8000,0.20358
91972,36,6000.0,4300,0.11296
91973,36,13333.333333,4000,0.35643
91974,36,1500.0,7500,0.28209
91975,36,3538.0,23000,0.1973
91976,36,2500.0,3500,0.30349
91977,60,8166.666667,15000,0.20358
91978,36,1500.0,2000,0.17359
91979,36,4148.25,4000,0.18214
91980,36,2500.0,4000,0.18633
91981,60,13000.0,9000,0.27462
91982,36,2666.666667,8000,0.20462
91983,60,4825.0,15000,0.20593
91984,36,2800.0,10000,0.2129
91985,36,3333.333333,10000,0.09534
91986,36,10000.0,10000,0.27776
91987,60,2787.25,4000,0.34614
91988,36,6903.0,25000,0.17119
91989,36,6666.666667,4133,0.11296
91990,12,1000.0,2000,0.3104
91991,36,4750.0,2500,0.32538
91992,36,3333.333333,11500,0.2425
91993,36,2250.0,10000,0.13865
91994,60,7083.333333,25000,0.18852
91995,36,4833.333333,1000,0.36082
91996,36,8083.333333,4000,0.35797
91997,36,4083.333333,1000,0.30298
91998,60,5668.0,10000,0.22283
91999,36,6666.666667,11000,0.13814
92000,36,6750.0,2800,0.35797
92001,60,4166.666667,6000,0.28848
92002,36,4284.166667,8300,0.17571
92003,36,2500.0,2500,0.37453
92004,36,5416.666667,5000,0.127
92005,36,3916.666667,4000,0.35797
92006,60,12500.0,10000,0.29371
92007,60,3989.083333,15000,0.19681
92008,36,5000.0,5000,0.17677
92009,36,2583.333333,2500,0.2325
92010,36,6666.666667,20000,0.09988
92011,36,3195.166667,4000,0.35797
92012,36,1595.583333,7500,0.34621
92013,60,9323.583333,13000,0.13636
92014,36,4583.333333,4000,0.30285
92015,36,6250.0,10000,0.22354
92016,60,8083.333333,15000,0.18913
92017,36,3600.0,3200,0.22362
92018,36,9166.666667,1800,0.37453
92019,36,6675.0,12000,0.2129
92020,36,12500.0,14500,0.20462
92021,60,5125.0,15000,0.24702
92022,60,2509.333333,5000,0.17317
92023,36,4416.666667,15000,0.21342
92024,36,11250.0,15000,0.08829
92025,36,6250.0,6000,0.22773
92026,36,12166.666667,3500,0.30564
92027,36,8166.666667,9000,0.15833
92028,36,5500.0,3000,0.20716
92029,60,3166.666667,10000,0.24282
92030,60,6041.666667,15000,0.21115
92031,60,3333.333333,21492,0.15629
92032,60,12827.833333,12000,0.16304
92033,60,5416.666667,15000,0.18852
92034,60,6666.666667,20000,0.23462
92035,36,3750.0,6500,0.11563
92036,60,1834.0,3500,0.29546
92037,60,25000.0,13000,0.20436
92038,36,11666.666667,3000,0.09688
92039,36,4833.333333,2500,0.35778
92040,36,2500.0,2500,0.33504
92041,36,2750.0,1500,0.15388
92042,36,6429.916667,7000,0.26528
92043,60,2500.0,6500,0.2816
92044,36,7083.333333,17500,0.14206
92045,36,5000.0,15000,0.18275
92046,36,6119.583333,6000,0.29414
92047,60,5833.333333,15000,0.15784
92048,36,4333.333333,1500,0.11667
92049,60,3333.333333,14000,0.23718
92050,36,3250.0,8000,0.27285
92051,36,3486.583333,6500,0.18877
92052,36,4541.75,2700,0.24507
92053,36,2456.166667,4000,0.33215
92054,36,4583.333333,13500,0.26528
92055,60,7750.0,20000,0.14965
92056,36,2333.333333,2500,0.35797
92057,60,23333.333333,12000,0.24702
92058,36,10000.0,21000,0.12751
92059,36,9250.0,14000,0.14409
92060,36,5000.0,4500,0.23939
92061,60,4833.333333,4000,0.33935
92062,36,2166.666667,10000,0.14598
92063,60,9103.0,6400,0.21935
92064,36,2816.666667,8500,0.26528
92065,36,2905.083333,2000,0.33973
92066,36,5316.666667,5000,0.13799
92067,36,7750.0,15000,0.10692
92068,36,3559.333333,5000,0.28974
92069,12,1066.666667,2000,0.25785
92070,36,4166.666667,4000,0.27285
92071,36,6000.0,1000,0.39275
92072,60,6166.666667,15000,0.19907
92073,36,4166.666667,3500,0.08684
92074,36,8166.666667,9000,0.19236
92075,36,6250.0,4000,0.35797
92076,36,5166.666667,5000,0.13705
92077,36,5656.416667,15500,0.22744
92078,36,4583.333333,2440,0.30532
92079,60,5833.333333,16000,0.12211
92080,60,4833.333333,15000,0.21935
92081,36,4500.0,15000,0.20217
92082,36,7916.666667,5000,0.12198
92083,36,5933.333333,3000,0.15324
92084,60,7500.0,8300,0.23318
92085,36,7500.0,3000,0.20715
92086,36,4583.333333,9000,0.13413
92087,12,8666.666667,2650,0.34105
92088,36,6997.333333,3000,0.35797
92089,60,15000.0,19000,0.16969
92090,60,9166.666667,13000,0.20705
92091,36,7916.666667,2000,0.30131
92092,36,5041.666667,4000,0.30899
92093,36,4166.666667,10000,0.16516
92094,60,6666.666667,18000,0.16151
92095,36,2666.666667,2400,0.19977
92096,36,6083.333333,12000,0.20572
92097,36,2000.0,1500,0.33512
92098,36,5390.666667,10000,0.1956
92099,36,2166.666667,8500,0.22744
92100,36,5000.0,7500,0.20524
92101,36,7500.0,4000,0.14206
92102,36,7500.0,3000,0.22773
92103,36,7500.0,3000,0.35797
92104,36,6666.666667,4000,0.35797
92105,36,6096.0,18000,0.15324
92106,36,3750.0,2000,0.08331
92107,36,4166.666667,7500,0.32446
92108,36,2173.583333,1200,0.2861
92109,36,12500.0,10000,0.09434
92110,12,11250.0,3500,0.34105
92111,36,3500.0,3000,0.16436
92112,36,3263.75,5000,0.35643
92113,36,4583.333333,7000,0.28544
92114,36,12250.0,1000,0.2832
92115,60,6000.0,15000,0.19221
92116,60,4666.666667,7500,0.13227
92117,36,0.0,4000,0.35285
92118,60,5650.0,10000,0.15629
92119,36,4000.0,3000,0.19835
92120,36,5520.0,2500,0.18726
92121,60,7500.0,5000,0.28386
92122,36,11666.666667,2000,0.18479
92123,60,9166.666667,24000,0.13942
92124,36,463.416667,5500,0.16436
92125,36,3416.666667,9000,0.21945
92126,36,6000.0,6000,0.26855
92127,60,4166.666667,10000,0.26128
92128,36,6083.333333,13000,0.20462
92129,36,4291.666667,4000,0.35797
92130,36,11500.0,25000,0.10943
92131,36,20000.0,10000,0.12449
92132,36,4000.0,10000,0.15324
92133,36,5416.666667,20000,0.17754
92134,36,3750.0,10000,0.2951
92135,36,5000.0,15000,0.12117
92136,36,2333.333333,18000,0.1973
92137,36,8333.333333,6300,0.26444
92138,36,2500.0,1500,0.17604
92139,36,11299.583333,1000,0.08213
92140,36,5000.0,5000,0.25781
92141,60,7500.0,21000,0.21115
92142,12,6375.0,5000,0.23554
92143,36,5208.333333,4000,0.31975
92144,36,2000.0,2000,0.15893
92145,36,10966.666667,13000,0.202
92146,36,2266.666667,2985,0.38057
92147,36,3166.666667,1000,0.21857
92148,36,3083.333333,3500,0.2021
92149,36,2583.333333,17000,0.12148
92150,36,4090.0,3000,0.33973
92151,36,5416.666667,9000,0.09736
92152,60,4000.0,6000,0.27462
92153,60,3538.75,15000,0.23477
92154,60,3333.333333,5000,0.16662
92155,36,20603.75,20000,0.07957
92156,36,0.083333,25000,0.17722
92157,36,7791.666667,7500,0.35244
92158,36,6223.416667,10000,0.22812
92159,36,5000.0,15000,0.27725
92160,36,5200.333333,9500,0.08496
92161,36,1333.333333,5000,0.16436
92162,36,2962.5,1000,0.23682
92163,36,3500.0,3300,0.0968
92164,36,5000.0,12000,0.12528
92165,36,3333.333333,5000,0.20735
92166,60,5703.0,2000,0.31159
92167,36,3250.0,8000,0.09186
92168,36,1666.666667,2500,0.35643
92169,36,4166.666667,15000,0.13799
92170,60,10833.333333,21130,0.15936
92171,36,5000.0,2100,0.30564
92172,36,5416.666667,3000,0.23498
92173,36,1750.0,4000,0.19501
92174,60,5833.333333,8000,0.31159
92175,36,5000.0,5000,0.14328
92176,36,3666.666667,3001,0.30564
92177,36,5583.333333,3000,0.16056
92178,60,3083.333333,2000,0.18852
92179,36,5166.666667,4500,0.18316
92180,36,3833.333333,2500,0.18183
92181,60,8158.166667,12000,0.13227
92182,36,11666.666667,20000,0.14714
92183,60,4583.333333,8000,0.16304
92184,36,8333.333333,11000,0.09
92185,36,11916.666667,16000,0.18837
92186,36,6250.0,5500,0.17359
92187,60,26333.333333,11500,0.2004
92188,36,5416.666667,3500,0.15223
92189,36,6000.0,15000,0.25013
92190,36,7583.333333,25000,0.23898
92191,60,6541.666667,10966,0.25102
92192,60,0.0,15000,0.31375
92193,36,2583.333333,3001,0.29776
92194,60,5833.333333,20000,0.15016
92195,36,4750.0,4500,0.15713
92196,36,4166.666667,4000,0.30285
92197,36,1000.0,3100,0.36969
92198,36,4333.333333,10000,0.2924
92199,60,7083.333333,24000,0.12941
92200,36,3333.333333,10200,0.12503
92201,60,11250.0,22000,0.21935
92202,36,6666.666667,24000,0.11696
92203,36,8583.333333,9000,0.06828
92204,36,8333.333333,7500,0.31308
92205,36,2333.333333,2200,0.11296
92206,36,5083.333333,10000,0.14117
92207,36,4583.333333,7495,0.21172
92208,36,16666.666667,15000,0.19921
92209,36,4979.166667,2500,0.08864
92210,60,4166.666667,13000,0.17061
92211,36,6666.666667,2861,0.35643
92212,36,2500.0,4000,0.13189
92213,36,2400.0,3000,0.29776
92214,36,3517.416667,7500,0.35643
92215,60,7527.083333,6500,0.27246
92216,36,8333.333333,2000,0.34621
92217,36,3750.0,4500,0.31053
92218,36,2916.666667,10000,0.19029
92219,60,4203.333333,15000,0.15817
92220,60,9083.333333,12000,0.24252
92221,36,4166.666667,10000,0.31668
92222,36,2000.0,3100,0.32378
92223,36,6166.666667,4000,0.31975
92224,60,20000.0,25000,0.16969
92225,60,3583.333333,4000,0.2816
92226,36,4187.5,7000,0.22108
92227,36,3750.0,10000,0.19027
92228,36,5833.333333,15000,0.21945
92229,60,2916.666667,10000,0.1963
92230,36,7083.333333,4000,0.30889
92231,36,2416.666667,7500,0.06425
92232,12,3333.333333,3300,0.18192
92233,60,6191.666667,23500,0.13084
92234,12,43333.333333,4000,0.11893
92235,36,7416.666667,11000,0.18837
92236,36,1791.666667,2000,0.16461
92237,60,3150.0,3000,0.30234
92238,36,1000.0,1000,0.13782
92239,36,4000.0,15000,0.10038
92240,36,5000.0,2826,0.35643
92241,36,2375.0,6000,0.16717
92242,36,4333.333333,1000,0.22176
92243,36,11076.75,9000,0.14608
92244,36,2666.666667,10000,0.21636
92245,36,3516.5,3000,0.30962
92246,36,3333.333333,7500,0.34577
92247,36,8333.333333,19000,0.19645
92248,36,12500.0,5000,0.09086
92249,36,2000.0,6000,0.24502
92250,60,4750.0,15000,0.2214
92251,60,2750.0,8000,0.19907
92252,36,1666.666667,2880,0.16717
92253,36,4166.666667,10000,0.15833
92254,36,2083.333333,4000,0.34577
92255,36,7916.666667,3000,0.12201
92256,60,5398.0,9000,0.24856
92257,36,12500.0,20000,0.1526
92258,36,6500.0,12000,0.19859
92259,60,5500.0,20000,0.13942
92260,36,12083.333333,3000,0.35797
92261,36,2773.75,2500,0.09378
92262,36,6400.0,15000,0.15428
92263,36,3333.333333,10000,0.14166
92264,36,8750.0,2999,0.15713
92265,60,12500.0,5000,0.25102
92266,36,4000.0,4000,0.32436
92267,60,6263.583333,15000,0.17522
92268,60,4491.666667,15000,0.24282
92269,36,4666.666667,3500,0.34045
92270,60,1833.333333,4000,0.21935
92271,36,5833.333333,4000,0.35797
92272,12,3000.0,4000,0.26478
92273,36,4583.333333,15000,0.19501
92274,36,2083.333333,1000,0.30962
92275,36,5500.0,15000,0.17359
92276,36,7750.0,20000,0.12782
92277,36,5666.666667,15000,0.17754
92278,36,7083.333333,3500,0.18183
92279,36,4151.666667,5500,0.35643
92280,36,2791.666667,4400,0.11296
92281,36,2583.333333,2000,0.16461
92282,36,3000.0,12000,0.15377
92283,60,7500.0,25000,0.26528
92284,36,3760.833333,6200,0.22744
92285,36,1666.666667,3360,0.35797
92286,36,2916.666667,2000,0.29254
92287,36,5833.333333,20000,0.12198
92288,36,3116.666667,1200,0.29047
92289,36,3333.333333,2000,0.30285
92290,36,6400.0,4250,0.27467
92291,36,2500.0,25000,0.14709
92292,60,6666.666667,25000,0.18555
92293,60,3750.0,15000,0.20358
92294,36,5216.666667,8000,0.19501
92295,36,5833.333333,3000,0.12562
92296,36,8750.0,17500,0.14714
92297,36,2083.333333,16000,0.15713
92298,36,10416.666667,15000,0.18726
92299,60,7916.666667,25000,0.14341
92300,60,4583.333333,15000,0.2968
92301,36,5416.666667,15000,0.16259
92302,36,6000.0,10000,0.25013
92303,60,7833.333333,25000,0.15425
92304,36,3083.333333,4000,0.15324
92305,36,3706.0,5000,0.27767
92306,36,1916.666667,6300,0.19228
92307,60,4666.666667,14000,0.0939
92308,36,11000.0,4000,0.35797
92309,36,2916.666667,10000,0.20971
92310,60,9950.0,3710,0.24702
92311,36,2000.0,5000,0.25637
92312,36,3750.0,3000,0.30564
92313,36,5416.666667,4000,0.30899
92314,60,3080.166667,10000,0.23267
92315,36,6666.666667,3000,0.21538
92316,36,3916.666667,10000,0.2129
92317,36,916.666667,2500,0.24652
92318,36,4500.0,1000,0.16751
92319,36,4750.0,4000,0.33973
92320,36,3229.166667,2000,0.22135
92321,60,4183.333333,10000,0.27462
92322,36,2166.666667,4000,0.33204
92323,36,4250.0,8500,0.21372
92324,36,6258.333333,14000,0.13524
92325,36,16666.666667,4000,0.35643
92326,36,1000.0,5000,0.10592
92327,36,1386.833333,5000,0.28851
92328,60,6500.0,8000,0.22847
92329,36,4437.333333,10000,0.2353
92330,36,5000.0,19300,0.09988
92331,36,3833.333333,4000,0.33973
92332,36,3666.666667,1250,0.23478
92333,36,6559.5,20000,0.06726
92334,60,8000.0,2000,0.26887
92335,36,1083.333333,5000,0.2425
92336,36,4445.416667,6500,0.09638
92337,36,5166.666667,20000,0.0903
92338,36,1700.0,7999,0.28721
92339,36,4250.0,4000,0.33973
92340,36,7500.0,5000,0.07539
92341,60,4583.333333,15000,0.1963
92342,60,6750.0,13000,0.20593
92343,36,3333.333333,4000,0.35797
92344,36,4500.0,15000,0.14913
92345,36,4166.666667,5000,0.1973
92346,36,1000.0,1000,0.35638
92347,60,2666.666667,7500,0.23267
92348,36,8333.333333,3000,0.18183
92349,36,14166.666667,13000,0.26395
92350,36,4966.666667,11000,0.20984
92351,60,4500.0,10000,0.24754
92352,36,5000.0,10310,0.08331
92353,36,2773.333333,5000,0.23477
92354,36,3750.0,4500,0.19501
92355,60,4666.666667,15000,0.16499
92356,36,5416.666667,2000,0.15833
92357,60,5333.333333,7000,0.30008
92358,36,6000.0,4650,0.3659
92359,36,2083.333333,4000,0.26528
92360,36,1833.333333,4000,0.14348
92361,36,6666.666667,5000,0.13138
92362,36,4416.666667,15000,0.13697
92363,36,1000.0,2500,0.13524
92364,36,13416.666667,19000,0.18479
92365,36,2916.666667,10000,0.12274
92366,36,4166.666667,4500,0.2325
92367,36,2500.0,3001,0.29776
92368,36,10333.333333,25000,0.14816
92369,60,5000.0,15000,0.18852
92370,60,5083.333333,20000,0.19221
92371,36,2700.0,6000,0.13836
92372,36,5666.666667,9000,0.12503
92373,36,5916.666667,10000,0.09333
92374,36,2916.666667,2500,0.30285
92375,60,3333.333333,4000,0.35838
92376,36,10000.0,4000,0.29394
92377,36,3333.333333,2600,0.29776
92378,60,3083.333333,3149,0.14965
92379,36,4750.0,4000,0.33553
92380,36,2333.333333,4000,0.20626
92381,36,5000.0,14000,0.13697
92382,36,5416.666667,1000,0.22615
92383,60,3750.0,20000,0.18852
92384,36,7666.666667,3000,0.30564
92385,36,2500.0,3500,0.28851
92386,60,5666.666667,15000,0.23462
92387,36,9466.666667,11000,0.18725
92388,36,3166.666667,2500,0.28771
92389,60,2391.666667,3000,0.28704
92390,36,9633.333333,10500,0.06327
92391,60,3916.666667,7364,0.30933
92392,60,2166.666667,4500,0.26528
92393,60,5416.666667,8500,0.21192
92394,60,2500.0,15000,0.20705
92395,36,2594.666667,2000,0.24758
92396,12,7916.666667,5000,0.20857
92397,36,6916.666667,11000,0.09879
92398,60,8750.0,15000,0.2004
92399,36,83.333333,7500,0.35244
92400,60,5416.666667,8000,0.24282
92401,36,3750.0,4995,0.28269
92402,60,3000.0,15000,0.31375
92403,36,2500.0,9500,0.1973
92404,60,3416.666667,10000,0.24282
92405,60,9083.333333,25000,0.13227
92406,36,16666.666667,10400,0.09333
92407,36,10000.0,10000,0.15813
92408,36,3500.0,15000,0.25486
92409,36,20000.0,25000,0.11696
92410,36,3041.666667,8500,0.16056
92411,36,1666.666667,4000,0.35797
92412,36,7916.666667,2551,0.26223
92413,36,8500.0,1150,0.24376
92414,36,5416.666667,20000,0.15223
92415,36,6333.333333,9000,0.08191
92416,60,4166.666667,13000,0.24702
92417,36,8675.916667,25000,0.13504
92418,36,3750.0,4000,0.35643
92419,36,3718.0,10000,0.18313
92420,60,3500.0,10000,0.22908
92421,36,2166.666667,3000,0.11074
92422,36,9012.5,3000,0.31053
92423,36,0.0,3200,0.24758
92424,36,3337.583333,2550,0.26475
92425,36,20833.333333,30000,0.15833
92426,36,2500.0,1000,0.21857
92427,60,2477.75,15000,0.28704
92428,36,3416.666667,4000,0.12427
92429,36,3220.916667,2000,0.27864
92430,36,6437.25,5500,0.28544
92431,36,4916.666667,5000,0.08935
92432,36,3951.25,11500,0.1802
92433,36,6666.666667,12682,0.18725
92434,60,19583.333333,20000,0.27554
92435,36,8166.666667,4000,0.30285
92436,36,9583.333333,10000,0.24205
92437,36,18250.0,5000,0.13799
